73 11032 46122
0 0     1.224100e+02 6.554999e+01
17 45     -1.250000e+00 3.901001e+01
20 45     4.500122e-01 3.806000e+01
30 45     9.429993e+00 2.640997e+01
33 45     -3.899994e+00 3.920001e+01
34 45     3.940002e+00 2.609003e+01
35 45     -2.640015e+00 4.004999e+01
38 45     -5.329987e+00 4.123999e+01
43 45     2.859985e+00 2.516998e+01
45 45     1.401999e+01 2.487000e+01
47 45     -6.089996e+00 4.079999e+01
56 45     -6.029999e+00 4.190002e+01
60 45     2.076999e+01 2.506000e+01
70 45     -3.459991e+00 4.201001e+01
0 46     2.458100e+02 -3.002930e-02
1 46     2.969600e+02 -5.000000e-01
0 47     3.341400e+02 2.117999e+01
1 47     2.914200e+02 1.402002e+01
3 47     3.117000e+02 1.852002e+01
5 47     2.684500e+02 1.129999e+01
7 47     2.494800e+02 8.859985e+00
10 47     2.178200e+02 6.219971e+00
11 47     2.328600e+02 7.840027e+00
13 47     2.055200e+02 5.250000e+00
0 48     2.798400e+02 9.899902e-01
1 48     2.518700e+02 -1.580017e+00
3 48     2.655300e+02 8.200073e-01
5 48     2.351500e+02 -3.479980e+00
49 48     -1.227700e+02 1.508002e+01
52 48     -5.984000e+01 1.782001e+01
53 48     1.657999e+01 2.227002e+01
54 48     -1.815200e+02 1.150000e+01
58 48     -2.319000e+01 1.963000e+01
59 48     1.044600e+02 2.904999e+01
61 48     -1.528900e+02 1.340997e+01
62 48     -9.220999e+01 1.569000e+01
66 48     2.204700e+02 3.783002e+01
67 48     -2.081300e+02 1.052002e+01
68 48     1.572000e+02 3.317999e+01
71 48     2.944500e+02 4.166998e+01
72 48     -2.343700e+02 9.349976e+00
0 49     2.419200e+02 1.173999e+01
1 49     2.233200e+02 7.580017e+00
2 49     2.519300e+02 1.244000e+01
3 49     2.328500e+02 1.028998e+01
4 49     2.657100e+02 1.460999e+01
6 49     2.823800e+02 1.659003e+01
8 49     3.015800e+02 2.064001e+01
9 49     3.235400e+02 2.498999e+01
12 49     3.785700e+02 3.159003e+01
14 49     3.497800e+02 2.758002e+01
49 49     -2.107500e+02 3.028003e+01
52 49     -1.596000e+02 3.356000e+01
53 49     -9.792001e+01 3.878003e+01
54 49     -2.585000e+02 2.570001e+01
55 49     -6.387000e+01 4.117999e+01
58 49     -1.297500e+02 3.610999e+01
59 49     -2.707999e+01 4.540002e+01
61 49     -2.353400e+02 2.852002e+01
62 49     -1.856700e+02 3.146997e+01
66 49     6.301999e+01 5.371997e+01
67 49     -2.806600e+02 2.463000e+01
68 49     1.451999e+01 4.910999e+01
69 49     1.708700e+02 5.988000e+01
71 49     1.179100e+02 5.742999e+01
72 49     -3.024500e+02 2.300000e+01
0 50     2.990800e+02 1.309998e+00
1 50     2.664400e+02 -2.659973e+00
2 50     3.178500e+02 2.119995e+00
3 50     2.824700e+02 3.499756e-01
4 50     3.434400e+02 4.650024e+00
5 50     2.475300e+02 -4.140015e+00
7 50     2.314100e+02 -5.440002e+00
10 50     2.045000e+02 -6.349976e+00
13 50     1.937300e+02 -6.580017e+00
16 50     1.729000e+02 -7.780029e+00
22 50     1.827600e+02 -7.390015e+00
30 50     1.613500e+02 -8.330017e+00
34 50     1.494400e+02 -9.169983e+00
49 50     -8.204999e+01 1.627002e+01
52 50     -1.354999e+01 1.970001e+01
55 50     1.159700e+02 2.765002e+01
58 50     2.617999e+01 2.256000e+01
59 50     1.669500e+02 3.394000e+01
61 50     -1.148200e+02 1.451001e+01
62 50     -4.894000e+01 1.696997e+01
66 50     2.965500e+02 4.587000e+01
68 50     2.258000e+02 3.921002e+01
0 51     2.986600e+02 2.364001e+01
1 51     2.663100e+02 1.697998e+01
2 51     3.174300e+02 2.610999e+01
3 51     2.821700e+02 2.127002e+01
6 51     3.734600e+02 3.471997e+01
49 51     -8.291000e+01 4.575000e+01
52 51     -1.479999e+01 5.078998e+01
54 51     -1.467000e+02 4.002002e+01
55 51     1.146200e+02 6.171002e+01
58 51     2.476001e+01 5.377002e+01
59 51     1.654500e+02 6.796997e+01
61 51     -1.158100e+02 4.315997e+01
62 51     -4.982999e+01 4.735999e+01
66 51     2.944800e+02 8.139999e+01
67 51     -1.753900e+02 3.803003e+01
68 51     2.238700e+02 7.396997e+01
0 52     2.982600e+02 2.747998e+01
1 52     2.649700e+02 2.015997e+01
2 52     3.170600e+02 3.008002e+01
3 52     2.817700e+02 2.469000e+01
4 52     3.437000e+02 3.485999e+01
5 52     2.465300e+02 1.695001e+01
6 52     3.734600e+02 3.958002e+01
49 52     -8.106000e+01 5.096002e+01
52 52     -1.253000e+01 5.645001e+01
53 52     7.104999e+01 6.423999e+01
54 52     -1.452400e+02 4.488000e+01
55 52     1.174100e+02 6.802002e+01
58 52     2.767001e+01 5.979999e+01
59 52     1.684600e+02 7.462000e+01
61 52     -1.138700e+02 4.821997e+01
62 52     -4.775000e+01 5.284998e+01
66 52     2.985600e+02 8.898999e+01
67 52     -1.739200e+02 4.269000e+01
68 52     2.275300e+02 8.104999e+01
0 53     3.050600e+02 1.446997e+01
1 53     2.711300e+02 8.409973e+00
2 53     3.253300e+02 1.612000e+01
3 53     2.874600e+02 1.292999e+01
4 53     3.522700e+02 1.878003e+01
6 53     3.854900e+02 2.181000e+01
49 53     -6.960001e+01 3.083002e+01
52 53     3.500061e-01 3.503003e+01
53 53     8.625000e+01 3.990997e+01
55 53     1.332200e+02 4.331000e+01
58 53     4.182999e+01 3.612000e+01
59 53     1.863700e+02 4.744000e+01
62 53     -3.573001e+01 3.190997e+01
68 53     2.466800e+02 5.316998e+01
0 54     3.220300e+02 2.838000e+01
1 54     2.829700e+02 2.021002e+01
2 54     3.457700e+02 3.165997e+01
3 54     3.018000e+02 2.535999e+01
4 54     3.771500e+02 3.700000e+01
5 54     2.613400e+02 1.703998e+01
52 54     3.898999e+01 5.713000e+01
53 54     1.314600e+02 6.557001e+01
55 54     1.826500e+02 6.954999e+01
62 54     3.800049e-01 5.313000e+01
67 54     -1.373800e+02 4.259003e+01
68 54     3.069200e+02 8.400000e+01
72 54     -1.680700e+02 4.015002e+01
0 55     3.220300e+02 2.838000e+01
1 55     2.829700e+02 2.021002e+01
2 55     3.457700e+02 3.165997e+01
3 55     3.018000e+02 2.535999e+01
4 55     3.771500e+02 3.700000e+01
52 55     3.898999e+01 5.713000e+01
53 55     1.314600e+02 6.557001e+01
55 55     1.826500e+02 6.954999e+01
62 55     3.800049e-01 5.313000e+01
67 55     -1.373800e+02 4.259003e+01
68 55     3.069200e+02 8.400000e+01
72 55     -1.680700e+02 4.015002e+01
0 56     6.179993e+00 4.371997e+01
1 56     1.204999e+01 4.025000e+01
2 56     2.489990e+00 4.578998e+01
3 56     1.000000e+01 4.198999e+01
5 56     1.109000e+01 3.853003e+01
7 56     1.066000e+01 3.860999e+01
10 56     9.260010e+00 3.678003e+01
11 56     9.959991e+00 3.807001e+01
13 56     8.950012e+00 3.675000e+01
16 56     5.660004e+00 3.481000e+01
22 56     7.399994e+00 3.578003e+01
30 56     1.760010e+00 3.388000e+01
34 56     -3.160004e+00 3.376001e+01
39 56     4.200134e-01 3.250000e+01
43 56     -3.700012e+00 3.291998e+01
45 56     6.790009e+00 3.101001e+01
60 56     1.345999e+01 3.069000e+01
64 56     1.826001e+01 3.031000e+01
0 57     -6.714001e+01 2.285300e+02
1 57     -4.782999e+01 1.955900e+02
2 57     -7.929001e+01 2.492700e+02
3 57     -5.719000e+01 2.094900e+02
5 57     -4.478000e+01 1.803500e+02
6 57     -1.051000e+02 2.997000e+02
7 57     -4.025000e+01 1.694900e+02
9 57     -1.386800e+02 3.713000e+02
11 57     -3.679001e+01 1.589300e+02
14 57     -1.574000e+02 4.143700e+02
0 58     2.054300e+02 2.822998e+01
1 58     1.949800e+02 2.321997e+01
2 58     2.104400e+02 2.951001e+01
3 58     2.005400e+02 2.615002e+01
4 58     2.187200e+02 3.221997e+01
6 58     2.282100e+02 3.479999e+01
8 58     2.388600e+02 3.928998e+01
12 58     2.788200e+02 5.109998e+01
14 58     2.650400e+02 4.682001e+01
15 58     2.943600e+02 5.482001e+01
17 58     3.315600e+02 6.698999e+01
20 58     3.113700e+02 6.107001e+01
33 58     3.781200e+02 7.973001e+01
35 58     3.535400e+02 7.284998e+01
52 58     -2.799200e+02 6.502002e+01
53 58     -2.342900e+02 7.156000e+01
54 58     -3.533800e+02 5.473999e+01
55 58     -2.092200e+02 7.476001e+01
58 58     -2.573600e+02 6.879999e+01
59 58     -1.813100e+02 7.903000e+01
61 58     -3.364700e+02 5.819000e+01
66 58     -1.137300e+02 8.726001e+01
67 58     -3.701900e+02 5.319000e+01
68 58     -1.500900e+02 8.298001e+01
69 58     -3.775000e+01 9.419000e+01
71 58     -7.498999e+01 9.148001e+01
72 58     -3.865900e+02 5.081000e+01
0 59     3.402000e+02 1.440997e+01
1 59     2.955700e+02 9.309998e+00
3 59     3.168500e+02 1.331000e+01
5 59     2.719000e+02 6.669983e+00
7 59     2.522000e+02 4.729980e+00
10 59     2.198600e+02 2.770020e+00
11 59     2.354200e+02 4.229980e+00
13 59     2.073500e+02 1.929993e+00
0 60     3.103600e+02 8.190002e+00
1 60     2.743700e+02 3.940002e+00
2 60     3.309500e+02 9.450012e+00
3 60     2.916200e+02 7.030029e+00
4 60     3.592700e+02 1.221997e+01
5 60     2.542700e+02 2.119995e+00
7 60     2.372900e+02 6.799927e-01
10 60     2.088100e+02 -2.999878e-01
11 60     2.225100e+02 5.999756e-01
13 60     1.975900e+02 -4.000244e-01
49 60     -5.960001e+01 2.328003e+01
52 60     1.162000e+01 2.744000e+01
53 60     9.883002e+01 3.184998e+01
58 60     5.354999e+01 2.854999e+01
61 60     -9.448999e+01 2.096997e+01
62 60     -2.610001e+01 2.398999e+01
0 61     3.544500e+02 6.714001e+01
1 61     3.050900e+02 5.163000e+01
3 61     3.289000e+02 6.031000e+01
10 61     2.252900e+02 3.313000e+01
54 61     -5.688000e+01 8.845001e+01
0 62     2.850200e+02 1.322998e+01
1 62     2.561700e+02 8.289978e+00
2 62     3.016700e+02 1.395001e+01
3 62     2.703200e+02 1.140002e+01
49 62     -1.109300e+02 2.963000e+01
52 62     -4.617999e+01 3.209998e+01
53 62     3.225000e+01 3.633002e+01
55 62     7.522000e+01 3.925000e+01
58 62     -8.899994e+00 3.453003e+01
59 62     1.225100e+02 4.447998e+01
61 62     -1.415900e+02 2.737000e+01
62 62     -7.967999e+01 3.058002e+01
66 62     2.418500e+02 5.328003e+01
67 62     -1.982700e+02 2.415997e+01
68 62     1.766200e+02 4.903998e+01
72 62     -2.247700e+02 2.212000e+01
0 63     1.557600e+02 1.489100e+02
1 63     1.510600e+02 1.341600e+02
2 63     1.573900e+02 1.559100e+02
12 63     1.971100e+02 2.219800e+02
0 64     1.323000e+02 1.450900e+02
1 64     1.298000e+02 1.312700e+02
2 64     1.329800e+02 1.519300e+02
3 64     1.309900e+02 1.380600e+02
4 64     1.356900e+02 1.605300e+02
6 64     1.393900e+02 1.688800e+02
7 64     1.187700e+02 1.179500e+02
8 64     1.437800e+02 1.798000e+02
9 64     1.485400e+02 1.912400e+02
10 64     1.092900e+02 1.071200e+02
11 64     1.138500e+02 1.129700e+02
13 64     1.061200e+02 1.029500e+02
14 64     1.551800e+02 2.016700e+02
16 64     9.748001e+01 9.397000e+01
22 64     1.014200e+02 9.838000e+01
34 64     8.289001e+01 8.645001e+01
39 64     8.338000e+01 8.153000e+01
0 65     3.372600e+02 3.984998e+01
1 65     2.942800e+02 2.852002e+01
2 65     3.636400e+02 4.521002e+01
3 65     3.145300e+02 3.512000e+01
5 65     2.710100e+02 2.427002e+01
7 65     2.520800e+02 2.037000e+01
22 65     1.953300e+02 1.188000e+01
54 65     -8.339001e+01 5.913000e+01
61 65     -4.791000e+01 6.384003e+01
67 65     -1.163200e+02 5.639001e+01
72 65     -1.482500e+02 5.306000e+01
0 66     2.904800e+02 4.181000e+01
1 66     2.603900e+02 3.337000e+01
2 66     3.079100e+02 4.541998e+01
3 66     2.748700e+02 3.842999e+01
4 66     3.312900e+02 5.059003e+01
7 66     2.271500e+02 2.648999e+01
10 66     2.010800e+02 2.202002e+01
11 66     2.136600e+02 2.475000e+01
49 66     -9.960999e+01 6.953998e+01
61 66     -1.314000e+02 6.604999e+01
62 66     -6.750000e+01 7.135999e+01
67 66     -1.890600e+02 6.051001e+01
72 66     -2.163600e+02 5.789001e+01
0 67     1.201200e+02 8.485001e+01
1 67     1.216300e+02 7.829999e+01
3 67     1.206200e+02 8.150000e+01
4 67     1.202900e+02 9.076999e+01
5 67     1.165400e+02 7.421002e+01
6 67     1.217100e+02 9.389001e+01
7 67     1.137000e+02 7.190002e+01
8 67     1.234600e+02 9.847000e+01
9 67     1.252200e+02 1.034600e+02
10 67     1.058300e+02 6.694000e+01
11 67     1.093800e+02 6.975000e+01
12 67     1.302300e+02 1.106700e+02
13 67     1.035300e+02 6.533002e+01
14 67     1.277800e+02 1.066200e+02
15 67     1.322800e+02 1.142300e+02
17 67     1.362700e+02 1.242900e+02
20 67     1.341900e+02 1.196100e+02
35 67     1.394300e+02 1.290600e+02
38 67     1.465300e+02 1.398600e+02
47 67     1.504600e+02 1.453100e+02
56 67     1.551900e+02 1.524500e+02
70 67     1.624100e+02 1.599200e+02
0 68     -1.445999e+01 8.670999e+01
1 68     -5.399994e+00 8.073999e+01
2 68     -1.913000e+01 9.003000e+01
3 68     -9.579987e+00 8.400000e+01
4 68     -2.245001e+01 9.382999e+01
6 68     -2.547000e+01 9.748001e+01
7 68     -4.679993e+00 7.512000e+01
8 68     -2.922000e+01 1.020400e+02
9 68     -3.320001e+01 1.067100e+02
10 68     -5.269989e+00 6.840997e+01
11 68     -4.489990e+00 7.228003e+01
12 68     -3.835999e+01 1.144600e+02
13 68     -4.920013e+00 6.715997e+01
14 68     -3.551001e+01 1.104400e+02
15 68     -4.081000e+01 1.182200e+02
16 68     -7.450012e+00 6.257001e+01
17 68     -4.895001e+01 1.280200e+02
20 68     -4.482001e+01 1.232900e+02
22 68     -6.070007e+00 6.506000e+01
30 68     -1.101001e+01 6.039001e+01
33 68     -5.745999e+01 1.373200e+02
34 68     -1.542001e+01 5.927002e+01
35 68     -5.273999e+01 1.337100e+02
38 68     -6.203000e+01 1.444000e+02
39 68     -9.500000e+00 5.665997e+01
43 68     -1.504001e+01 5.778998e+01
45 68     -2.380005e+00 5.459003e+01
60 68     4.070007e+00 5.290997e+01
0 69     1.014400e+02 4.008002e+01
1 69     1.041500e+02 3.694000e+01
2 69     9.917999e+01 4.066998e+01
3 69     1.033900e+02 3.847998e+01
4 69     9.919000e+01 4.244000e+01
6 69     9.982999e+01 4.371997e+01
8 69     1.006200e+02 4.635999e+01
9 69     1.010800e+02 4.890002e+01
12 69     1.036600e+02 5.165997e+01
14 69     1.024300e+02 4.984003e+01
15 69     1.049000e+02 5.244000e+01
17 69     1.059100e+02 5.731000e+01
20 69     1.052500e+02 5.535999e+01
33 69     1.075100e+02 6.021997e+01
35 69     1.068000e+02 5.933002e+01
38 69     1.088500e+02 6.348999e+01
47 69     1.106300e+02 6.500000e+01
56 69     1.136700e+02 6.788000e+01
0 70     -1.545001e+01 9.913000e+01
1 70     -6.649994e+00 9.235001e+01
3 70     -1.113000e+01 9.523001e+01
4 70     -2.381000e+01 1.061500e+02
5 70     -6.809998e+00 8.767001e+01
7 70     -5.700012e+00 8.539999e+01
9 70     -3.510001e+01 1.203500e+02
22 70     -7.040009e+00 7.471997e+01
47 70     -6.934000e+01 1.669400e+02
0 71     1.902700e+02 -4.700012e+00
1 71     1.820900e+02 -6.390015e+00
2 71     1.936300e+02 -5.080017e+00
3 71     1.866200e+02 -5.219971e+00
4 71     2.000700e+02 -4.229980e+00
5 71     1.737100e+02 -7.299988e+00
6 71     2.074700e+02 -4.119995e+00
7 71     1.658700e+02 -7.729980e+00
8 71     2.159200e+02 -2.159973e+00
9 71     2.250800e+02 -5.900269e-01
10 71     1.523200e+02 -7.849976e+00
11 71     1.592000e+02 -7.539978e+00
12 71     2.472800e+02 4.500122e-01
13 71     1.469800e+02 -7.580017e+00
14 71     2.361500e+02 -5.399780e-01
15 71     2.586400e+02 7.700195e-01
16 71     1.343900e+02 -8.309998e+00
17 71     2.854000e+02 4.380005e+00
20 71     2.711300e+02 2.619995e+00
22 71     1.402200e+02 -8.250000e+00
30 71     1.260300e+02 -8.859985e+00
33 71     3.179000e+02 5.250000e+00
34 71     1.166300e+02 -9.270020e+00
35 71     3.006200e+02 5.169983e+00
38 71     3.391800e+02 7.840027e+00
43 71     1.126000e+02 -1.040997e+01
49 71     -3.628200e+02 4.219971e+00
52 71     -3.297700e+02 4.369995e+00
53 71     -2.894700e+02 8.010010e+00
54 71     -3.940100e+02 7.700195e-01
55 71     -2.672900e+02 9.320007e+00
58 71     -3.103500e+02 6.830017e+00
59 71     -2.422000e+02 1.153998e+01
61 71     -3.784100e+02 3.219971e+00
62 71     -3.464900e+02 4.539978e+00
66 71     -1.814500e+02 1.447998e+01
67 71     -4.082800e+02 7.899780e-01
68 71     -2.139900e+02 1.259003e+01
69 71     -1.153500e+02 1.583002e+01
71 71     -1.464400e+02 1.558002e+01
0 72     -1.275000e+01 5.396997e+01
1 72     -4.850006e+00 5.101001e+01
2 72     -1.750000e+01 5.522998e+01
3 72     -8.309998e+00 5.190997e+01
4 72     -2.062000e+01 5.708002e+01
5 72     -5.190002e+00 4.826001e+01
6 72     -2.317001e+01 5.844000e+01
7 72     -5.420013e+00 4.773999e+01
8 72     -2.569000e+01 6.117999e+01
9 72     -2.856000e+01 6.359003e+01
10 72     -6.170013e+00 4.466998e+01
11 72     -5.489990e+00 4.682001e+01
12 72     -3.231000e+01 6.629999e+01
13 72     -5.959991e+00 4.438000e+01
14 72     -3.022000e+01 6.431000e+01
15 72     -3.429001e+01 6.738000e+01
16 72     -8.390015e+00 4.165997e+01
17 72     -3.998999e+01 7.228003e+01
20 72     -3.729999e+01 7.020001e+01
22 72     -7.130005e+00 4.291998e+01
33 72     -4.523001e+01 7.509003e+01
35 72     -4.238000e+01 7.458002e+01
38 72     -4.782001e+01 7.853998e+01
47 72     -5.029001e+01 7.954001e+01
56 72     -5.178000e+01 8.232999e+01
70 72     -5.104001e+01 8.394000e+01
0 73     -7.429993e+00 -2.760010e+00
1 73     -8.999634e-02 -2.429993e+00
2 73     -1.217001e+01 -3.049988e+00
3 73     -3.000000e+00 -3.210022e+00
4 73     -1.503000e+01 -2.940002e+00
5 73     -1.220001e+00 -3.940002e+00
6 73     -1.726001e+01 -3.090027e+00
7 73     -2.000000e+00 -3.140015e+00
8 73     -1.935001e+01 -2.020020e+00
9 73     -2.157999e+01 -1.409973e+00
11 73     -2.619995e+00 -2.929993e+00
12 73     -2.467001e+01 -1.619995e+00
14 73     -2.285001e+01 -1.919983e+00
15 73     -2.645999e+01 -2.080017e+00
17 73     -3.219000e+01 -5.900269e-01
20 73     -2.945999e+01 -9.799805e-01
33 73     -3.667999e+01 -8.300171e-01
35 73     -3.442001e+01 3.400269e-01
38 73     -3.914001e+01 5.800171e-01
47 73     -4.098999e+01 2.899780e-01
56 73     -4.200000e+01 1.030029e+00
70 73     -4.063000e+01 9.000244e-01
0 74     -3.754300e+02 1.928500e+02
1 74     -2.282100e+02 1.210600e+02
5 74     -1.909600e+02 9.916000e+01
7 74     -1.619900e+02 8.560001e+01
10 74     -1.236100e+02 6.334003e+01
11 74     -1.414200e+02 7.401001e+01
13 74     -1.096700e+02 5.662000e+01
16 74     -8.859000e+01 4.485999e+01
34 74     -8.232001e+01 3.751001e+01
0 75     2.844800e+02 2.946997e+01
1 75     2.557900e+02 2.170001e+01
2 75     3.008400e+02 3.225000e+01
3 75     2.697000e+02 2.622998e+01
5 75     2.382300e+02 1.841998e+01
10 75     1.982800e+02 1.216998e+01
11 75     2.105000e+02 1.440002e+01
13 75     1.884000e+02 1.097998e+01
16 75     1.687200e+02 7.960022e+00
22 75     1.779300e+02 9.380005e+00
30 75     1.574600e+02 6.640015e+00
49 75     -1.124600e+02 5.784998e+01
52 75     -4.812000e+01 6.406000e+01
54 75     -1.725500e+02 5.059998e+01
58 75     -1.064999e+01 6.777002e+01
61 75     -1.432000e+02 5.462000e+01
62 75     -8.106000e+01 6.010999e+01
66 75     2.398200e+02 1.033200e+02
67 75     -1.996600e+02 4.821002e+01
68 75     1.747800e+02 9.376999e+01
72 75     -2.263200e+02 4.551001e+01
0 76     1.282000e+02 -6.559998e+01
1 76     1.208700e+02 -5.954999e+01
2 76     1.320700e+02 -7.009003e+01
3 76     1.253700e+02 -6.216998e+01
0 77     3.180600e+02 3.021002e+01
1 77     2.802900e+02 2.196002e+01
2 77     3.410400e+02 3.359998e+01
3 77     2.977100e+02 2.671997e+01
5 77     2.585700e+02 1.840997e+01
7 77     2.413200e+02 1.581000e+01
49 77     -4.585001e+01 5.340997e+01
52 77     2.792001e+01 5.939001e+01
58 77     7.098999e+01 6.277002e+01
62 77     -8.609985e+00 5.553998e+01
72 77     -1.748800e+02 4.212000e+01
0 78     2.027500e+02 2.881300e+02
1 78     1.809400e+02 2.371500e+02
2 78     2.173200e+02 3.178500e+02
3 78     1.904300e+02 2.618100e+02
4 78     2.372300e+02 3.565000e+02
5 78     1.659000e+02 2.152400e+02
6 78     2.610900e+02 4.019700e+02
7 78     1.562500e+02 1.982300e+02
8 78     2.928800e+02 4.645700e+02
9 78     3.321300e+02 5.440900e+02
10 78     1.371900e+02 1.699600e+02
11 78     1.471800e+02 1.839300e+02
13 78     1.302700e+02 1.586200e+02
16 78     1.154800e+02 1.391300e+02
30 78     1.074500e+02 1.306600e+02
34 78     9.763000e+01 1.231900e+02
43 78     9.398001e+01 1.163300e+02
45 78     1.006900e+02 1.076800e+02
60 78     1.039900e+02 1.040100e+02
0 79     -4.789001e+01 -8.634998e+01
1 79     -2.726999e+01 -7.215002e+01
2 79     -6.291000e+01 -9.632001e+01
4 79     -7.857001e+01 -1.080400e+02
6 79     -9.920999e+01 -1.236700e+02
22 79     -1.035001e+01 -5.071997e+01
0 80     -4.789001e+01 -8.634998e+01
1 80     -2.726999e+01 -7.215002e+01
3 80     -3.560001e+01 -7.939001e+01
4 80     -7.857001e+01 -1.080400e+02
5 80     -2.334000e+01 -6.903003e+01
7 80     -2.044000e+01 -6.340997e+01
10 80     -1.389999e+01 -5.696997e+01
11 80     -1.706000e+01 -5.979999e+01
13 80     -1.157001e+01 -5.314001e+01
22 80     -1.035001e+01 -5.071997e+01
0 81     2.842700e+02 4.289001e+01
1 81     2.555400e+02 3.442999e+01
2 81     3.006600e+02 4.628003e+01
3 81     2.694200e+02 3.944000e+01
5 81     2.380900e+02 3.067999e+01
7 81     2.235100e+02 2.752002e+01
0 82     -1.510800e+02 9.640015e+00
1 82     -1.201200e+02 7.309998e+00
3 82     -1.339200e+02 6.690002e+00
8 82     -2.409700e+02 2.145001e+01
9 82     -2.723400e+02 2.576001e+01
14 82     -3.091700e+02 3.003003e+01
18 82     2.542900e+02 2.612000e+01
19 82     2.909400e+02 2.483002e+01
21 82     3.650500e+02 2.026001e+01
25 82     1.399800e+02 3.287000e+01
27 82     1.809700e+02 3.002002e+01
0 83     -1.647200e+02 1.115002e+01
